id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1182450,Studio apartment at Södermalm,6468577,Annie Kay,,Södermalms,59.30730455892718,18.080457398421995,Entire home/apt,603,2,42,2018-02-26,0.63,1,0
1182616,Big room for 1-2w/ private balcony,6451984,Peter,,Kungsholmens,59.3311469717086,18.032408686397954,Private room,432,1,355,2018-10-01,5.37,3,356
1184553,"Nice, large room in great location!",6234152,Annbritt,,Södermalms,59.3166518671245,18.072254080745683,Private room,603,3,31,2018-08-29,1.04,1,0
1184877,"Happy, family friendly and WOW home",6480692,Louise,,Kungsholmens,59.3305357503384,18.042177881968406,Entire home/apt,4304,3,18,2017-12-27,0.44,1,162
1187945,Cozy apartment in central Stockholm,6406085,Axel,,Norrmalms,59.3398224270785,18.060193378367103,Entire home/apt,1954,4,37,2016-09-24,0.55,1,362
1194411,"'Where thou art, that is home.'",2210998,Clarisse,,Skarpnäcks,59.301054447940146,18.12734960586175,Entire home/apt,1054,2,12,2018-07-20,0.19,1,352
1204621,Room in Gärdet for 1-2 people,6580202,Nettan,,Östermalms,59.34614336384694,18.111193044882672,Private room,504,1,97,2018-10-29,1.54,1,135
1212891,Cozy room on Kungsholmen,6619727,Maud,,Kungsholmens,59.336994103642155,18.003025695322115,Private room,441,2,382,2018-11-18,5.82,2,173
1220243,Scandinavian-Top floor-CITY-NEW,6552260,Johan,,Norrmalms,59.33401229392516,18.069752285854953,Entire home/apt,1396,2,52,2018-11-18,0.79,1,4
1223016,Modern apartment central Stockholm,4493077,Anders,,Norrmalms,59.33752317430126,18.065098714604506,Entire home/apt,1198,2,5,2015-09-21,0.08,1,0
1228583,Södermalm - outstanding view!,6701871,Linda,,Södermalms,59.310795700928395,18.05440861780012,Entire home/apt,991,2,5,2018-11-02,0.46,1,19
1230438,Central yet calm and peaceful stay,6711028,Susanna,,Östermalms,59.340360135785275,18.09395983366426,Private room,522,3,41,2018-10-29,0.62,1,72
1231722,"""Own floor"" and private bathroom.",6717337,Klas,,Hägersten-Liljeholmens,59.29344319978414,17.955750708256154,Private room,459,2,145,2018-09-18,2.19,1,138
1231897,Room for rental in Stockholm,6718202,Alexander,,Skarpnäcks,59.27402452802136,18.13350710296621,Private room,486,2,25,2017-09-26,0.38,1,365
1234109,Charming top floor ap with balcony,6729867,Nathalie,,Kungsholmens,59.33280131226749,18.03280654506451,Entire home/apt,1252,4,23,2018-08-10,0.36,1,11
1234960,Amazing house 10min by car from the citycentre,6246528,Jacob,,Enskede-Årsta-Vantörs,59.28029093100639,18.061376974532457,Entire home/apt,1747,3,51,2018-11-04,0.89,1,158
1243144,1700-century apartment södermalm,6774845,An,,Södermalms,59.31861071481094,18.064199856369616,Entire home/apt,1396,6,7,2014-04-07,0.11,1,0
1244357,Elegant flat in the city heart,6782746,Rebecca,,Norrmalms,59.345393490279314,18.053174401367112,Entire home/apt,2152,3,14,2017-08-27,0.22,1,340
1244657,Single bed at the lock of Stockholm,4122575,Nic & Usha,,Södermalms,59.321213574963785,18.071164997693383,Private room,567,3,56,2018-10-23,0.86,3,78
1248490,"Close to Nytorget, Södermalm ",6803097,Maria,,Södermalms,59.31010754293134,18.08406502642987,Entire home/apt,1504,2,72,2018-07-23,1.12,1,69
1250227,Idyllic apartment in central Stockh,6812616,Per,,Östermalms,59.34332182200593,18.06879551837697,Entire home/apt,1396,7,23,2018-10-12,0.36,1,365
1255668,High standard-seawiew with garden!,6839874,Sandra,,Kungsholmens,59.3242636006782,17.990777504526903,Entire home/apt,1297,4,17,2018-08-03,0.27,1,178
1258584,"Unique VIlla ""in the city""",6854622,Maria & Robert,,Kungsholmens,59.31806186595345,17.987041730819723,Private room,3296,7,0,,,1,364
1261445,Cozy apt in the center of Stockholm,6870481,Marie-Louise,,Södermalms,59.317650371285644,18.037072966841993,Entire home/apt,1000,4,87,2018-09-21,1.37,1,93
1262188,Central 2 bedroom flat Södermalm,6873897,Karin,,Södermalms,59.31173083280117,18.062089548436344,Entire home/apt,1396,4,40,2018-08-11,0.61,1,175
1262520,Artists loft with amazing park view,2011965,Sima,,Kungsholmens,59.3317541028425,18.03224952474978,Entire home/apt,522,10,13,2018-05-28,0.20,1,0
1263558,101 sqm in central Stockholm,6879406,Carl,,Norrmalms,59.34650856270482,18.062733271370565,Entire home/apt,1504,8,6,2018-08-12,0.15,1,203
1263992,"Beautiful modern apt, water view, center city 4km",2499390,Scott & Amela,,Kungsholmens,59.32236020572187,18.003907852403856,Entire home/apt,1099,12,6,2013-11-05,0.09,1,191
1265227,Emergency couch in Stockholm,914316,Ea,,Enskede-Årsta-Vantörs,59.26302056061625,18.02280736772545,Shared room,351,1,6,2018-09-15,0.09,11,364
1271843,Trendy and stylish Södermalm,6922243,André,,Södermalms,59.31483130318419,18.0596482005739,Private room,900,1,96,2018-11-18,1.56,1,363
1272348,Cozy apt in central Stockholm,2306126,Magnus,,Södermalms,59.307462963837786,18.081515280496998,Entire home/apt,747,6,13,2018-06-17,0.38,1,0
1280116,Lägenhet i villa nära city!,6803729,Rikard,,Bromma,59.35950763872098,17.951747903080616,Entire home/apt,747,7,2,2017-01-02,0.04,1,0
1281894,A charming apartment in Vasastan,6963642,Cecilia,,Norrmalms,59.3442484882353,18.039473640200768,Entire home/apt,1396,4,30,2018-08-19,0.47,1,50
1282578,Perfect for short stay in Älvsjö,914316,Ea,,Enskede-Årsta-Vantörs,59.27548670699155,18.030337017447046,Private room,504,1,2,2013-07-29,0.03,11,364
1294328,Lovely flat in popular area,7037372,Petra,,Södermalms,59.307618264016725,18.079071790464177,Private room,1126,2,37,2018-10-06,0.78,1,17
1303522,Fräsch lägenhet i Hornstull,6974821,Camilla,,Södermalms,59.316196453586194,18.02883079868866,Entire home/apt,702,1,12,2018-05-28,0.22,1,143
1304431,Topmodern apartment in trendy Söder,7091321,Madeleine,,Södermalms,59.31992577316856,18.03735702065546,Entire home/apt,2395,4,46,2018-08-05,0.75,1,286
1307331,Nice townhouse close to Stockholm C,7107147,Marcus,,Hägersten-Liljeholmens,59.30263950459792,17.968092917188503,Entire home/apt,2062,3,16,2018-09-03,0.25,1,335
1308578,Design apt for couple or family.,7082629,Agnes,,Norrmalms,59.3440106192644,18.032425849965197,Entire home/apt,1297,4,1,2015-10-11,0.03,1,0
1308768,Studio in the heart of Stockholm!,6943106,Camilla,,Norrmalms,59.33620162034846,18.05223958012028,Entire home/apt,900,2,52,2018-11-04,3.29,1,139
1321189,"#1 spot: room for 2, SUNNY BALCONY!",6451984,Peter,,Kungsholmens,59.330981069016126,18.031649195491166,Private room,594,1,335,2018-11-05,5.11,3,332
1326764,Central Cozy Apartment with Balcony,7200421,Lina,,Norrmalms,59.345011075240755,18.052744666763108,Entire home/apt,945,3,11,2017-05-26,0.17,1,350
1334246,"B&B i Centrala Södermalm,Stockholm",7236601,Mia,,Södermalms,59.31161631371153,18.057021930044517,Private room,801,1,85,2018-11-04,2.03,1,343
1337420,Apt. with balcony in the center,7252397,Eva,,Södermalms,59.315094563703234,18.055762282330996,Entire home/apt,1099,30,30,2018-07-19,0.46,1,289
1341320,Adorable house- near nature & city,2123547,Jaqueline,,Hässelby-Vällingby,59.375143805177906,17.860237936660706,Entire home/apt,648,5,5,2017-07-13,0.09,1,0
1341533,Bed & Breakfast on Mariaberget,5866335,Per J,,Södermalms,59.31919863905072,18.067026306429067,Private room,684,1,68,2018-08-29,1.07,1,329
1348812,"Beautiful spacious apt, 2 balconies",7222708,Andrea,,Norrmalms,59.34639098531115,18.049818853580245,Entire home/apt,2152,7,8,2017-07-16,0.15,1,228
1355440,Designer home w. view - 3 bedrooms,3139988,Hildegun & Valle,,Kungsholmens,59.33120622811387,18.029826180683482,Entire home/apt,1954,4,42,2017-09-11,0.71,1,37
1357895,SoFo 2 room Topfloor apt & Balcony,3243943,Emanuel,,Södermalms,59.31310693281345,18.085153615811848,Entire home/apt,1180,2,93,2018-10-28,1.44,1,0
1358147,SOFO for 1 year from 1/5 2015,7371162,Sarah,,Södermalms,59.316502565502695,18.086443072363053,Entire home/apt,1198,365,10,2015-04-07,0.16,1,364
1358728,"Calm, colorful home close to city. ",7374981,Stina Och Jon,,Södermalms,59.30359747462454,18.10989734016265,Entire home/apt,801,3,69,2018-08-15,1.14,1,156
1367791,Modern 1BR apartment center of Östermalm by metro,6150652,Mikael,,Östermalms,59.33913651456728,18.08278592104538,Entire home/apt,1900,1,28,2018-11-04,0.43,2,90
1369232,Nice room close to downtown,7425669,Håkan,,Skarpnäcks,59.295357515573556,18.093521255563882,Private room,450,2,74,2018-11-11,1.15,1,363
1379606,Small cosy apartment in the heart of Södermalm!,7472434,Ed,,Södermalms,59.3075536231882,18.090889839507405,Entire home/apt,846,2,94,2018-11-19,1.45,1,45
1380488,Quiet peaceful apt at Mariatorget,7475248,Gunilla,,Södermalms,59.311117989817845,18.06632341251411,Entire home/apt,1504,3,23,2018-08-20,0.39,1,107
1381616,"Stockholm, Östermalm w yard & hen!",6120456,Viktoria,,Östermalms,59.35533237884904,18.098676744251275,Entire home/apt,2999,6,23,2018-07-07,0.36,1,196
1384010,Four room apt near the Globe and the city centre,7492113,Maria,,Skarpnäcks,59.28796660857837,18.101871097498226,Entire home/apt,24997,14,57,2016-09-19,0.88,1,323
1389927,"Cosy room in apartment, 8min from C",7265938,Vibeke,,Hägersten-Liljeholmens,59.30052703056591,18.00760832887025,Private room,414,2,103,2016-02-15,1.61,2,5
1395650,"Top floor central Stockholm, 2 BALC",7541013,Nina,,Södermalms,59.31724758686109,18.079709491394173,Entire home/apt,2503,2,37,2017-09-10,0.57,1,114
1400135,"Gem at Östermalm,heart of Stockholm",7561846,Sissela,,Östermalms,59.333989466303436,18.08876867086693,Entire home/apt,1198,3,46,2018-06-18,0.85,1,349
1401411,Stockholm's best apartment might,6961458,Mattias,,Kungsholmens,59.33927949284792,18.00994523276474,Entire home/apt,2062,2,64,2018-09-24,1.18,1,90
1417777,"Very small room, very central",7638228,Sara,,Kungsholmens,59.32989933897304,18.029247128549187,Private room,504,2,24,2018-10-13,0.60,2,317
1418656,"Beautiful apartment, free parking.",2572503,Maja,,Bromma,59.33881868384873,17.96263152236278,Entire home/apt,729,500,14,2016-08-01,0.22,1,363
1441477,Charming Södermalm studio,7740420,Sarah,,Södermalms,59.313519498259616,18.090484128566207,Entire home/apt,747,3,55,2018-04-30,1.38,1,0
1452323,old house on Slussen with great view,7791989,Charlotte,,Södermalms,59.31821923194763,18.07083455017342,Entire home/apt,1198,7,8,2018-09-20,0.19,1,48
1454362,Clean and comfortable with a view!,7799677,Emelia And Jürgen,,Kungsholmens,59.32429812091877,18.007667348984175,Private room,450,3,94,2018-11-02,2.08,3,30
1461066,"Modern apartment in SOFO, Södermalm",4419739,Alexandra,,Södermalms,59.3114423386415,18.083357783558235,Entire home/apt,900,4,22,2017-11-20,0.40,1,0
1465551,Fantastic House South of the South,7846287,Hannes,,Farsta,59.256110053404704,18.098697160317645,Entire home/apt,1000,2,0,,,1,0
1469714,A unique eco townhouse in Stockholm,4361489,Jonas,,Skarpnäcks,59.28457172331421,18.119050498428123,Entire home/apt,2098,2,44,2018-08-11,0.72,1,70
1486400,1 Room & Kitchen,7948030,Peter,,Kungsholmens,59.33194317950689,18.031694966961584,Entire home/apt,747,14,6,2016-05-05,0.09,1,0
1497100,Ett rum i min mysiga lägenhet,8000729,Catherine,,Skarpnäcks,59.27640089159038,18.134057897872186,Private room,468,2,70,2018-10-22,1.25,1,354
1503277,Relaxed and cosy at fancy Östermalm,2310534,Michaela,,Östermalms,59.33521567023656,18.078932548507822,Shared room,396,1,2,2016-01-18,0.03,1,354
1511324,Private room with a single bed.,6144310,Daniel,,Hägersten-Liljeholmens,59.30655568878792,18.017777860515473,Private room,982,1,0,,,1,364
1514308,Eget rum i Stockholm.,8085644,Lidia,,Enskede-Årsta-Vantörs,59.25959715333721,18.025146783057785,Private room,828,1,0,,,1,365
1517062,"Huge 3BR, Center of Stockholm",8099417,Paul,,Norrmalms,59.34428024595971,18.035505626655052,Entire home/apt,1180,3,50,2016-05-13,0.80,1,0
1524707,Nice apartment in a popular area!,8135204,Fredrika,,Södermalms,59.3178989364685,18.07158060083299,Entire home/apt,1954,2,28,2018-09-22,0.44,1,334
1526905,Townhouse in beautiful Stockholm,8127405,Susanna & Markus,,Skärholmens,59.274080935703054,17.887643135336248,Entire home/apt,756,2,6,2018-08-05,0.22,1,1
1543822,In the heart of Stockholm,1022774,Darya,,Norrmalms,59.33982335362572,18.047920900863225,Entire home/apt,1099,3,53,2018-06-17,0.84,1,51
1553258,1909's charming house with garden,8271834,Annette,,Enskede-Årsta-Vantörs,59.285063177298206,18.090991861323186,Entire home/apt,1738,4,16,2018-07-14,0.29,1,50
1563437,Stockholm's brightest apartment,1216677,Daniel,,Hägersten-Liljeholmens,59.307194530107886,17.989897375067116,Entire home/apt,621,4,23,2018-08-12,0.43,1,234
1568831,Lugnt läge nära pulsen,7945967,Mari,,Hägersten-Liljeholmens,59.30726822881895,18.020206664682366,Entire home/apt,747,4,18,2018-07-17,0.33,1,319
1575813,Cozy 2room apt Sofo/Södermalm,4790330,Klara,,Södermalms,59.31025854911347,18.084185706418555,Entire home/apt,1099,3,29,2017-10-16,0.64,1,0
1578027,Student room(1) Stockholm City 15min to C-station,8387566,Mats,,Hägersten-Liljeholmens,59.304740938807825,17.977833928983827,Private room,207,30,9,2018-10-07,0.19,4,334
1588212,Cozy flat - view/rooftop terrace,8469423,Linn,,Södermalms,59.31604660577422,18.073197141644748,Entire home/apt,1603,1,0,,,1,0
1590268,Relaxing family house in Stockholm,1744471,Tomas,,Enskede-Årsta-Vantörs,59.28520738416755,18.07851465083103,Entire home/apt,1504,2,9,2016-08-29,0.23,1,0
1595682,New renovated old town apartment,7262219,Charlie,,Södermalms,59.32440553580075,18.07036657073775,Entire home/apt,1504,3,111,2018-11-18,2.90,1,57
1622938,Incredible view from apartment!,5261161,Yamilla,,Södermalms,59.31762393204043,18.0742561543226,Entire home/apt,2900,2,22,2018-08-10,0.41,1,84
1623243,"Trendy 2-room w/ balcony, Sodermalm",7330513,Martin,,Södermalms,59.31266317084341,18.050792314630048,Entire home/apt,973,20,23,2018-08-17,0.37,1,268
1628846,Cosy room 8 min from central Sthlm,3699236,Kiana & Johan,,Älvsjö,59.27865949379049,18.011485126363773,Private room,441,1,134,2018-11-05,2.13,3,298
1629604,Double bed in Monica´s palace,6173224,Monica,,Rinkeby-Tensta,59.38595863528657,17.924487714094475,Private room,198,60,42,2015-08-31,0.74,2,263
1629766, Great room & 10 minutes t downtown,8662135,Per,,Bromma,59.33607054131449,17.98610936808149,Private room,378,2,43,2018-10-31,0.79,2,62
1634582,Stay in the unique Old town!,8682987,Agneta,,Södermalms,59.32323244632709,18.073450216303684,Entire home/apt,1486,3,169,2018-11-09,3.36,1,289
1634821,"Cosy, comfortable, quiet SoFo apt",3598147,Alexander,,Södermalms,59.308259008723866,18.075949778230836,Entire home/apt,1999,3,46,2017-08-14,0.76,1,178
1636267,Nice room in the very city ,8690323,Marina,,Norrmalms,59.338226251403704,18.053907829335454,Private room,522,1,238,2018-09-29,3.83,1,5
1647364,Exclusive topfloor appartment.,8729335,Elisabet,,Södermalms,59.3113880729847,18.082331684843307,Entire home/apt,1396,3,64,2018-10-07,1.30,1,93
1661738,2 Room Strandv-Stureplan-Östermalm,8643876,Ann & Lars,,Östermalms,59.335541236309524,18.07669727410447,Entire home/apt,2972,90,0,,,2,365
1665123,"Great room,very heart of Stockholm!",8817226,Marcus,,Södermalms,59.31359593278879,18.065064017161614,Private room,693,1,347,2018-11-02,5.65,3,336
1665248,"Purple room,very heart of Stockholm",8817226,Marcus,,Södermalms,59.313856405930544,18.064934882325154,Private room,720,1,356,2018-11-04,5.80,3,338
1667100,"HUGE room, very heart of Stockholm!",6451984,Peter,,Kungsholmens,59.331684500804066,18.030152330923347,Private room,693,1,379,2018-11-05,6.11,3,344
1670586,Room for rent in private house,8843338,Lisbeth,,Spånga-Tensta,59.3670944423905,17.89881996642005,Private room,297,5,8,2018-02-28,0.26,1,292
1671319,Spacious family apartment ,8322942,Anna,,Skarpnäcks,59.276800874736715,18.129412448667622,Entire home/apt,1198,3,10,2018-08-12,0.24,1,318
1677039,Central apartment in Stockholm,8528273,Todd,,Norrmalms,59.337687553659194,18.067762917037864,Entire home/apt,801,9,20,2018-08-27,0.37,1,278
1689829,Cozy apt 5 min from Söder!,6061516,Fanny,,Enskede-Årsta-Vantörs,59.28966820156888,18.08834160079967,Entire home/apt,1000,5,49,2018-09-28,0.79,1,41
1693135,Charming Apmt in the heart of SOFO,331116,Pebbles,,Södermalms,59.32047926703919,18.059314355797373,Entire home/apt,1297,5,0,,,1,0
1695375,Neat & confy double room Stockholm,6258710,Jennie & Frank,,Hägersten-Liljeholmens,59.30519681060667,18.013239828235925,Private room,504,2,49,2016-08-20,0.82,1,292
1698887,Spacious flat in central Stockholm,8971123,Mia And Christer,,Södermalms,59.31754694394238,18.06913588853188,Entire home/apt,1801,3,4,2018-07-16,0.10,1,0
1705234,Nice & cosy 2-room apt in Södermalm,8941577,Lovisa,,Södermalms,59.31230729510855,18.078572507990405,Entire home/apt,1018,3,99,2018-11-10,1.59,1,58
1733651,Appart moderne sur Södermalm,6353356,Sylvain,,Södermalms,59.30858560103605,18.052640498749003,Entire home/apt,1000,4,11,2016-07-23,0.19,1,0
1735127,Lovely flat close to Södermalm,138197,Josefin,,Enskede-Årsta-Vantörs,59.29352576805001,18.090982752349596,Entire home/apt,684,2,3,2016-09-13,0.10,1,0
1749268,Södermalm - Close to everything!,9204287,Frank,,Södermalms,59.30922855519014,18.067695519732986,Entire home/apt,1603,1,80,2018-11-12,1.48,1,179
1750830,Rooms with double beds,9210474,Jonas,,Södermalms,59.31897090414088,18.06475700752972,Private room,991,2,133,2018-10-22,3.23,1,349
1758067,3 Bedroom in the heart of Stockholm,9243465,Maia,,Norrmalms,59.344793764455694,18.041142945065413,Entire home/apt,2701,25,25,2015-08-20,0.40,1,304
1760419,"Modern white dream, Vasastan / City",9254822,Henrik,,Norrmalms,59.3427523354912,18.0520567286365,Entire home/apt,2296,5,33,2018-08-17,0.53,1,364
1770378,Nice studio apartment in Stockholm,8213762,Sait,,Skarpnäcks,59.298424625412615,18.09359177644322,Entire home/apt,711,3,76,2017-08-28,1.36,1,0
1793139,Family suite for 4 in SOFO area,855182,Fred & Ylva,,Södermalms,59.31426883411908,18.092982059014783,Entire home/apt,1648,4,23,2018-01-03,0.39,1,0
1799762,Modern penthouse in trendy SoFo,866834,Fredrik,,Södermalms,59.31129748995149,18.083820623647686,Entire home/apt,1999,1,11,2018-05-21,0.20,1,365
1801833,Charming studio on Södermalm,9446400,Linda,,Södermalms,59.31497482278052,18.056503442526722,Entire home/apt,846,2,22,2015-09-20,0.36,1,48
1808310,Appartement at lovely Södermalm,9477052,Lotta,,Södermalms,59.30987067623736,18.073991529054425,Entire home/apt,1396,3,108,2018-08-30,1.76,1,4
1822397,Cozy room close to city,6619727,Maud,,Kungsholmens,59.33733871980209,18.003599171602836,Private room,324,7,88,2018-10-07,1.47,2,192
